188,8 188,107 189,8 189,107 190,8 190,107 191,8 191,107 192,8 192,107 193,8 193,107 194,8 194,107 195,8 195,107 196,8 196,107 197,8 197,107 198,8 198,107 199,8 199,107 188,9 199,9 188,10 199,10 188,11 199,11 188,12 199,12 188,13 199,13 188,14 199,14 188,15 199,15 188,16 199,16 188,17 199,17 188,18 199,18 188,19 199,19 188,20 199,20 188,21 199,21 188,22 199,22 188,23 199,23 188,24 199,24 188,25 199,25 188,26 199,26 188,27 199,27 188,28 199,28 188,29 199,29 188,30 199,30 188,31 199,31 188,32 199,32 188,33 199,33 188,34 199,34 188,35 199,35 188,36 199,36 188,37 199,37 188,38 199,38 188,39 199,39 188,40 199,40 188,41 199,41 188,42 199,42 188,43 199,43 188,44 199,44 188,45 199,45 188,46 199,46 188,47 199,47 188,48 199,48 188,49 199,49 188,50 199,50 188,51 199,51 188,52 199,52 188,53 199,53 188,54 199,54 188,55 199,55 188,56 199,56 188,57 199,57 188,58 199,58 188,59 199,59 188,60 199,60 188,61 199,61 188,62 199,62 188,63 199,63 188,64 199,64 188,65 199,65 188,66 199,66 188,67 199,67 188,68 199,68 188,69 199,69 188,70 199,70 188,71 199,71 188,72 199,72 188,73 199,73 188,74 199,74 188,75 199,75 188,76 199,76 188,77 199,77 188,78 199,78 188,79 199,79 188,80 199,80 188,81 199,81 188,82 199,82 188,83 199,83 188,84 199,84 188,85 199,85 188,86 199,86 188,87 199,87 188,88 199,88 188,89 199,89 188,90 199,90 188,91 199,91 188,92 199,92 188,93 199,93 188,94 199,94 188,95 199,95 188,96 199,96 188,97 199,97 188,98 199,98 188,99 199,99 188,100 199,100 188,101 199,101 188,102 199,102 188,103 199,103 188,104 199,104 188,105 199,105 188,106 199,106
206,8 206,107 207,8 207,107 208,8 208,107 209,8 209,107 210,8 210,107 211,8 211,107 212,8 212,107 213,8 213,107 214,8 214,107 215,8 215,107 216,8 216,107 217,8 217,107 206,9 217,9 206,10 217,10 206,11 217,11 206,12 217,12 206,13 217,13 206,14 217,14 206,15 217,15 206,16 217,16 206,17 217,17 206,18 217,18 206,19 217,19 206,20 217,20 206,21 217,21 206,22 217,22 206,23 217,23 206,24 217,24 206,25 217,25 206,26 217,26 206,27 217,27 206,28 217,28 206,29 217,29 206,30 217,30 206,31 217,31 206,32 217,32 206,33 217,33 206,34 217,34 206,35 217,35 206,36 217,36 206,37 217,37 206,38 217,38 206,39 217,39 206,40 217,40 206,41 217,41 206,42 217,42 206,43 217,43 206,44 217,44 206,45 217,45 206,46 217,46 206,47 217,47 206,48 217,48 206,49 217,49 206,50 217,50 206,51 217,51 206,52 217,52 206,53 217,53 206,54 217,54 206,55 217,55 206,56 217,56 206,57 217,57 206,58 217,58 206,59 217,59 206,60 217,60 206,61 217,61 206,62 217,62 206,63 217,63 206,64 217,64 206,65 217,65 206,66 217,66 206,67 217,67 206,68 217,68 206,69 217,69 206,70 217,70 206,71 217,71 206,72 217,72 206,73 217,73 206,74 217,74 206,75 217,75 206,76 217,76 206,77 217,77 206,78 217,78 206,79 217,79 206,80 217,80 206,81 217,81 206,82 217,82 206,83 217,83 206,84 217,84 206,85 217,85 206,86 217,86 206,87 217,87 206,88 217,88 206,89 217,89 206,90 217,90 206,91 217,91 206,92 217,92 206,93 217,93 206,94 217,94 206,95 217,95 206,96 217,96 206,97 217,97 206,98 217,98 206,99 217,99 206,100 217,100 206,101 217,101 206,102 217,102 206,103 217,103 206,104 217,104 206,105 217,105 206,106 217,106
224,8 224,107 225,8 225,107 226,8 226,107 227,8 227,107 228,8 228,107 229,8 229,107 230,8 230,107 231,8 231,107 232,8 232,107 233,8 233,107 234,8 234,107 235,8 235,107 224,9 235,9 224,10 235,10 224,11 235,11 224,12 235,12 224,13 235,13 224,14 235,14 224,15 235,15 224,16 235,16 224,17 235,17 224,18 235,18 224,19 235,19 224,20 235,20 224,21 235,21 224,22 235,22 224,23 235,23 224,24 235,24 224,25 235,25 224,26 235,26 224,27 235,27 224,28 235,28 224,29 235,29 224,30 235,30 224,31 235,31 224,32 235,32 224,33 235,33 224,34 235,34 224,35 235,35 224,36 235,36 224,37 235,37 224,38 235,38 224,39 235,39 224,40 235,40 224,41 235,41 224,42 235,42 224,43 235,43 224,44 235,44 224,45 235,45 224,46 235,46 224,47 235,47 224,48 235,48 224,49 235,49 224,50 235,50 224,51 235,51 224,52 235,52 224,53 235,53 224,54 235,54 224,55 235,55 224,56 235,56 224,57 235,57 224,58 235,58 224,59 235,59 224,60 235,60 224,61 235,61 224,62 235,62 224,63 235,63 224,64 235,64 224,65 235,65 224,66 235,66 224,67 235,67 224,68 235,68 224,69 235,69 224,70 235,70 224,71 235,71 224,72 235,72 224,73 235,73 224,74 235,74 224,75 235,75 224,76 235,76 224,77 235,77 224,78 235,78 224,79 235,79 224,80 235,80 224,81 235,81 224,82 235,82 224,83 235,83 224,84 235,84 224,85 235,85 224,86 235,86 224,87 235,87 224,88 235,88 224,89 235,89 224,90 235,90 224,91 235,91 224,92 235,92 224,93 235,93 224,94 235,94 224,95 235,95 224,96 235,96 224,97 235,97 224,98 235,98 224,99 235,99 224,100 235,100 224,101 235,101 224,102 235,102 224,103 235,103 224,104 235,104 224,105 235,105 224,106 235,106
242,8 242,107 243,8 243,107 244,8 244,107 245,8 245,107 246,8 246,107 247,8 247,107 248,8 248,107 249,8 249,107 250,8 250,107 251,8 251,107 252,8 252,107 253,8 253,107 242,9 253,9 242,10 253,10 242,11 253,11 242,12 253,12 242,13 253,13 242,14 253,14 242,15 253,15 242,16 253,16 242,17 253,17 242,18 253,18 242,19 253,19 242,20 253,20 242,21 253,21 242,22 253,22 242,23 253,23 242,24 253,24 242,25 253,25 242,26 253,26 242,27 253,27 242,28 253,28 242,29 253,29 242,30 253,30 242,31 253,31 242,32 253,32 242,33 253,33 242,34 253,34 242,35 253,35 242,36 253,36 242,37 253,37 242,38 253,38 242,39 253,39 242,40 253,40 242,41 253,41 242,42 253,42 242,43 253,43 242,44 253,44 242,45 253,45 242,46 253,46 242,47 253,47 242,48 253,48 242,49 253,49 242,50 253,50 242,51 253,51 242,52 253,52 242,53 253,53 242,54 253,54 242,55 253,55 242,56 253,56 242,57 253,57 242,58 253,58 242,59 253,59 242,60 253,60 242,61 253,61 242,62 253,62 242,63 253,63 242,64 253,64 242,65 253,65 242,66 253,66 242,67 253,67 242,68 253,68 242,69 253,69 242,70 253,70 242,71 253,71 242,72 253,72 242,73 253,73 242,74 253,74 242,75 253,75 242,76 253,76 242,77 253,77 242,78 253,78 242,79 253,79 242,80 253,80 242,81 253,81 242,82 253,82 242,83 253,83 242,84 253,84 242,85 253,85 242,86 253,86 242,87 253,87 242,88 253,88 242,89 253,89 242,90 253,90 242,91 253,91 242,92 253,92 242,93 253,93 242,94 253,94 242,95 253,95 242,96 253,96 242,97 253,97 242,98 253,98 242,99 253,99 242,100 253,100 242,101 253,101 242,102 253,102 242,103 253,103 242,104 253,104 242,105 253,105 242,106 253,106
260,8 260,107 261,8 261,107 262,8 262,107 263,8 263,107 264,8 264,107 265,8 265,107 266,8 266,107 267,8 267,107 268,8 268,107 269,8 269,107 270,8 270,107 271,8 271,107 260,9 271,9 260,10 271,10 260,11 271,11 260,12 271,12 260,13 271,13 260,14 271,14 260,15 271,15 260,16 271,16 260,17 271,17 260,18 271,18 260,19 271,19 260,20 271,20 260,21 271,21 260,22 271,22 260,23 271,23 260,24 271,24 260,25 271,25 260,26 271,26 260,27 271,27 260,28 271,28 260,29 271,29 260,30 271,30 260,31 271,31 260,32 271,32 260,33 271,33 260,34 271,34 260,35 271,35 260,36 271,36 260,37 271,37 260,38 271,38 260,39 271,39 260,40 271,40 260,41 271,41 260,42 271,42 260,43 271,43 260,44 271,44 260,45 271,45 260,46 271,46 260,47 271,47 260,48 271,48 260,49 271,49 260,50 271,50 260,51 271,51 260,52 271,52 260,53 271,53 260,54 271,54 260,55 271,55 260,56 271,56 260,57 271,57 260,58 271,58 260,59 271,59 260,60 271,60 260,61 271,61 260,62 271,62 260,63 271,63 260,64 271,64 260,65 271,65 260,66 271,66 260,67 271,67 260,68 271,68 260,69 271,69 260,70 271,70 260,71 271,71 260,72 271,72 260,73 271,73 260,74 271,74 260,75 271,75 260,76 271,76 260,77 271,77 260,78 271,78 260,79 271,79 260,80 271,80 260,81 271,81 260,82 271,82 260,83 271,83 260,84 271,84 260,85 271,85 260,86 271,86 260,87 271,87 260,88 271,88 260,89 271,89 260,90 271,90 260,91 271,91 260,92 271,92 260,93 271,93 260,94 271,94 260,95 271,95 260,96 271,96 260,97 271,97 260,98 271,98 260,99 271,99 260,100 271,100 260,101 271,101 260,102 271,102 260,103 271,103 260,104 271,104 260,105 271,105 260,106 271,106
278,8 278,107 279,8 279,107 280,8 280,107 281,8 281,107 282,8 282,107 283,8 283,107 284,8 284,107 285,8 285,107 286,8 286,107 287,8 287,107 288,8 288,107 289,8 289,107 278,9 289,9 278,10 289,10 278,11 289,11 278,12 289,12 278,13 289,13 278,14 289,14 278,15 289,15 278,16 289,16 278,17 289,17 278,18 289,18 278,19 289,19 278,20 289,20 278,21 289,21 278,22 289,22 278,23 289,23 278,24 289,24 278,25 289,25 278,26 289,26 278,27 289,27 278,28 289,28 278,29 289,29 278,30 289,30 278,31 289,31 278,32 289,32 278,33 289,33 278,34 289,34 278,35 289,35 278,36 289,36 278,37 289,37 278,38 289,38 278,39 289,39 278,40 289,40 278,41 289,41 278,42 289,42 278,43 289,43 278,44 289,44 278,45 289,45 278,46 289,46 278,47 289,47 278,48 289,48 278,49 289,49 278,50 289,50 278,51 289,51 278,52 289,52 278,53 289,53 278,54 289,54 278,55 289,55 278,56 289,56 278,57 289,57 278,58 289,58 278,59 289,59 278,60 289,60 278,61 289,61 278,62 289,62 278,63 289,63 278,64 289,64 278,65 289,65 278,66 289,66 278,67 289,67 278,68 289,68 278,69 289,69 278,70 289,70 278,71 289,71 278,72 289,72 278,73 289,73 278,74 289,74 278,75 289,75 278,76 289,76 278,77 289,77 278,78 289,78 278,79 289,79 278,80 289,80 278,81 289,81 278,82 289,82 278,83 289,83 278,84 289,84 278,85 289,85 278,86 289,86 278,87 289,87 278,88 289,88 278,89 289,89 278,90 289,90 278,91 289,91 278,92 289,92 278,93 289,93 278,94 289,94 278,95 289,95 278,96 289,96 278,97 289,97 278,98 289,98 278,99 289,99 278,100 289,100 278,101 289,101 278,102 289,102 278,103 289,103 278,104 289,104 278,105 289,105 278,106 289,106
296,8 296,107 297,8 297,107 298,8 298,107 299,8 299,107 300,8 300,107 301,8 301,107 302,8 302,107 303,8 303,107 304,8 304,107 305,8 305,107 306,8 306,107 307,8 307,107 296,9 307,9 296,10 307,10 296,11 307,11 296,12 307,12 296,13 307,13 296,14 307,14 296,15 307,15 296,16 307,16 296,17 307,17 296,18 307,18 296,19 307,19 296,20 307,20 296,21 307,21 296,22 307,22 296,23 307,23 296,24 307,24 296,25 307,25 296,26 307,26 296,27 307,27 296,28 307,28 296,29 307,29 296,30 307,30 296,31 307,31 296,32 307,32 296,33 307,33 296,34 307,34 296,35 307,35 296,36 307,36 296,37 307,37 296,38 307,38 296,39 307,39 296,40 307,40 296,41 307,41 296,42 307,42 296,43 307,43 296,44 307,44 296,45 307,45 296,46 307,46 296,47 307,47 296,48 307,48 296,49 307,49 296,50 307,50 296,51 307,51 296,52 307,52 296,53 307,53 296,54 307,54 296,55 307,55 296,56 307,56 296,57 307,57 296,58 307,58 296,59 307,59 296,60 307,60 296,61 307,61 296,62 307,62 296,63 307,63 296,64 307,64 296,65 307,65 296,66 307,66 296,67 307,67 296,68 307,68 296,69 307,69 296,70 307,70 296,71 307,71 296,72 307,72 296,73 307,73 296,74 307,74 296,75 307,75 296,76 307,76 296,77 307,77 296,78 307,78 296,79 307,79 296,80 307,80 296,81 307,81 296,82 307,82 296,83 307,83 296,84 307,84 296,85 307,85 296,86 307,86 296,87 307,87 296,88 307,88 296,89 307,89 296,90 307,90 296,91 307,91 296,92 307,92 296,93 307,93 296,94 307,94 296,95 307,95 296,96 307,96 296,97 307,97 296,98 307,98 296,99 307,99 296,100 307,100 296,101 307,101 296,102 307,102 296,103 307,103 296,104 307,104 296,105 307,105 296,106 307,106
8,114 8,213 9,114 9,213 10,114 10,213 11,114 11,213 12,114 12,213 13,114 13,213 14,114 14,213 15,114 15,213 16,114 16,213 17,114 17,213 18,114 18,213 19,114 19,213 8,115 19,115 8,116 19,116 8,117 19,117 8,118 19,118 8,119 19,119 8,120 19,120 8,121 19,121 8,122 19,122 8,123 19,123 8,124 19,124 8,125 19,125 8,126 19,126 8,127 19,127 8,128 19,128 8,129 19,129 8,130 19,130 8,131 19,131 8,132 19,132 8,133 19,133 8,134 19,134 8,135 19,135 8,136 19,136 8,137 19,137 8,138 19,138 8,139 19,139 8,140 19,140 8,141 19,141 8,142 19,142 8,143 19,143 8,144 19,144 8,145 19,145 8,146 19,146 8,147 19,147 8,148 19,148 8,149 19,149 8,150 19,150 8,151 19,151 8,152 19,152 8,153 19,153 8,154 19,154 8,155 19,155 8,156 19,156 8,157 19,157 8,158 19,158 8,159 19,159 8,160 19,160 8,161 19,161 8,162 19,162 8,163 19,163 8,164 19,164 8,165 19,165 8,166 19,166 8,167 19,167 8,168 19,168 8,169 19,169 8,170 19,170 8,171 19,171 8,172 19,172 8,173 19,173 8,174 19,174 8,175 19,175 8,176 19,176 8,177 19,177 8,178 19,178 8,179 19,179 8,180 19,180 8,181 19,181 8,182 19,182 8,183 19,183 8,184 19,184 8,185 19,185 8,186 19,186 8,187 19,187 8,188 19,188 8,189 19,189 8,190 19,190 8,191 19,191 8,192 19,192 8,193 19,193 8,194 19,194 8,195 19,195 8,196 19,196 8,197 19,197 8,198 19,198 8,199 19,199 8,200 19,200 8,201 19,201 8,202 19,202 8,203 19,203 8,204 19,204 8,205 19,205 8,206 19,206 8,207 19,207 8,208 19,208 8,209 19,209 8,210 19,210 8,211 19,211 8,212 19,212
26,114 26,213 27,114 27,213 28,114 28,213 29,114 29,213 30,114 30,213 31,114 31,213 32,114 32,213 33,114 33,213 34,114 34,213 35,114 35,213 36,114 36,213 37,114 37,213 26,115 37,115 26,116 37,116 26,117 37,117 26,118 37,118 26,119 37,119 26,120 37,120 26,121 37,121 26,122 37,122 26,123 37,123 26,124 37,124 26,125 37,125 26,126 37,126 26,127 37,127 26,128 37,128 26,129 37,129 26,130 37,130 26,131 37,131 26,132 37,132 26,133 37,133 26,134 37,134 26,135 37,135 26,136 37,136 26,137 37,137 26,138 37,138 26,139 37,139 26,140 37,140 26,141 37,141 26,142 37,142 26,143 37,143 26,144 37,144 26,145 37,145 26,146 37,146 26,147 37,147 26,148 37,148 26,149 37,149 26,150 37,150 26,151 37,151 26,152 37,152 26,153 37,153 26,154 37,154 26,155 37,155 26,156 37,156 26,157 37,157 26,158 37,158 26,159 37,159 26,160 37,160 26,161 37,161 26,162 37,162 26,163 37,163 26,164 37,164 26,165 37,165 26,166 37,166 26,167 37,167 26,168 37,168 26,169 37,169 26,170 37,170 26,171 37,171 26,172 37,172 26,173 37,173 26,174 37,174 26,175 37,175 26,176 37,176 26,177 37,177 26,178 37,178 26,179 37,179 26,180 37,180 26,181 37,181 26,182 37,182 26,183 37,183 26,184 37,184 26,185 37,185 26,186 37,186 26,187 37,187 26,188 37,188 26,189 37,189 26,190 37,190 26,191 37,191 26,192 37,192 26,193 37,193 26,194 37,194 26,195 37,195 26,196 37,196 26,197 37,197 26,198 37,198 26,199 37,199 26,200 37,200 26,201 37,201 26,202 37,202 26,203 37,203 26,204 37,204 26,205 37,205 26,206 37,206 26,207 37,207 26,208 37,208 26,209 37,209 26,210 37,210 26,211 37,211 26,212 37,212
44,114 44,213 45,114 45,213 46,114 46,213 47,114 47,213 48,114 48,213 49,114 49,213 50,114 50,213 51,114 51,213 52,114 52,213 53,114 53,213 54,114 54,213 55,114 55,213 44,115 55,115 44,116 55,116 44,117 55,117 44,118 55,118 44,119 55,119 44,120 55,120 44,121 55,121 44,122 55,122 44,123 55,123 44,124 55,124 44,125 55,125 44,126 55,126 44,127 55,127 44,128 55,128 44,129 55,129 44,130 55,130 44,131 55,131 44,132 55,132 44,133 55,133 44,134 55,134 44,135 55,135 44,136 55,136 44,137 55,137 44,138 55,138 44,139 55,139 44,140 55,140 44,141 55,141 44,142 55,142 44,143 55,143 44,144 55,144 44,145 55,145 44,146 55,146 44,147 55,147 44,148 55,148 44,149 55,149 44,150 55,150 44,151 55,151 44,152 55,152 44,153 55,153 44,154 55,154 44,155 55,155 44,156 55,156 44,157 55,157 44,158 55,158 44,159 55,159 44,160 55,160 44,161 55,161 44,162 55,162 44,163 55,163 44,164 55,164 44,165 55,165 44,166 55,166 44,167 55,167 44,168 55,168 44,169 55,169 44,170 55,170 44,171 55,171 44,172 55,172 44,173 55,173 44,174 55,174 44,175 55,175 44,176 55,176 44,177 55,177 44,178 55,178 44,179 55,179 44,180 55,180 44,181 55,181 44,182 55,182 44,183 55,183 44,184 55,184 44,185 55,185 44,186 55,186 44,187 55,187 44,188 55,188 44,189 55,189 44,190 55,190 44,191 55,191 44,192 55,192 44,193 55,193 44,194 55,194 44,195 55,195 44,196 55,196 44,197 55,197 44,198 55,198 44,199 55,199 44,200 55,200 44,201 55,201 44,202 55,202 44,203 55,203 44,204 55,204 44,205 55,205 44,206 55,206 44,207 55,207 44,208 55,208 44,209 55,209 44,210 55,210 44,211 55,211 44,212 55,212
62,114 62,213 63,114 63,213 64,114 64,213 65,114 65,213 66,114 66,213 67,114 67,213 68,114 68,213 69,114 69,213 70,114 70,213 71,114 71,213 72,114 72,213 73,114 73,213 62,115 73,115 62,116 73,116 62,117 73,117 62,118 73,118 62,119 73,119 62,120 73,120 62,121 73,121 62,122 73,122 62,123 73,123 62,124 73,124 62,125 73,125 62,126 73,126 62,127 73,127 62,128 73,128 62,129 73,129 62,130 73,130 62,131 73,131 62,132 73,132 62,133 73,133 62,134 73,134 62,135 73,135 62,136 73,136 62,137 73,137 62,138 73,138 62,139 73,139 62,140 73,140 62,141 73,141 62,142 73,142 62,143 73,143 62,144 73,144 62,145 73,145 62,146 73,146 62,147 73,147 62,148 73,148 62,149 73,149 62,150 73,150 62,151 73,151 62,152 73,152 62,153 73,153 62,154 73,154 62,155 73,155 62,156 73,156 62,157 73,157 62,158 73,158 62,159 73,159 62,160 73,160 62,161 73,161 62,162 73,162 62,163 73,163 62,164 73,164 62,165 73,165 62,166 73,166 62,167 73,167 62,168 73,168 62,169 73,169 62,170 73,170 62,171 73,171 62,172 73,172 62,173 73,173 62,174 73,174 62,175 73,175 62,176 73,176 62,177 73,177 62,178 73,178 62,179 73,179 62,180 73,180 62,181 73,181 62,182 73,182 62,183 73,183 62,184 73,184 62,185 73,185 62,186 73,186 62,187 73,187 62,188 73,188 62,189 73,189 62,190 73,190 62,191 73,191 62,192 73,192 62,193 73,193 62,194 73,194 62,195 73,195 62,196 73,196 62,197 73,197 62,198 73,198 62,199 73,199 62,200 73,200 62,201 73,201 62,202 73,202 62,203 73,203 62,204 73,204 62,205 73,205 62,206 73,206 62,207 73,207 62,208 73,208 62,209 73,209 62,210 73,210 62,211 73,211 62,212 73,212
80,114 80,213 81,114 81,213 82,114 82,213 83,114 83,213 84,114 84,213 85,114 85,213 86,114 86,213 87,114 87,213 88,114 88,213 89,114 89,213 90,114 90,213 91,114 91,213 80,115 91,115 80,116 91,116 80,117 91,117 80,118 91,118 80,119 91,119 80,120 91,120 80,121 91,121 80,122 91,122 80,123 91,123 80,124 91,124 80,125 91,125 80,126 91,126 80,127 91,127 80,128 91,128 80,129 91,129 80,130 91,130 80,131 91,131 80,132 91,132 80,133 91,133 80,134 91,134 80,135 91,135 80,136 91,136 80,137 91,137 80,138 91,138 80,139 91,139 80,140 91,140 80,141 91,141 80,142 91,142 80,143 91,143 80,144 91,144 80,145 91,145 80,146 91,146 80,147 91,147 80,148 91,148 80,149 91,149 80,150 91,150 80,151 91,151 80,152 91,152 80,153 91,153 80,154 91,154 80,155 91,155 80,156 91,156 80,157 91,157 80,158 91,158 80,159 91,159 80,160 91,160 80,161 91,161 80,162 91,162 80,163 91,163 80,164 91,164 80,165 91,165 80,166 91,166 80,167 91,167 80,168 91,168 80,169 91,169 80,170 91,170 80,171 91,171 80,172 91,172 80,173 91,173 80,174 91,174 80,175 91,175 80,176 91,176 80,177 91,177 80,178 91,178 80,179 91,179 80,180 91,180 80,181 91,181 80,182 91,182 80,183 91,183 80,184 91,184 80,185 91,185 80,186 91,186 80,187 91,187 80,188 91,188 80,189 91,189 80,190 91,190 80,191 91,191 80,192 91,192 80,193 91,193 80,194 91,194 80,195 91,195 80,196 91,196 80,197 91,197 80,198 91,198 80,199 91,199 80,200 91,200 80,201 91,201 80,202 91,202 80,203 91,203 80,204 91,204 80,205 91,205 80,206 91,206 80,207 91,207 80,208 91,208 80,209 91,209 80,210 91,210 80,211 91,211 80,212 91,212
98,114 98,213 99,114 99,213 100,114 100,213 101,114 101,213 102,114 102,213 103,114 103,213 104,114 104,213 105,114 105,213 106,114 106,213 107,114 107,213 108,114 108,213 109,114 109,213 98,115 109,115 98,116 109,116 98,117 109,117 98,118 109,118 98,119 109,119 98,120 109,120 98,121 109,121 98,122 109,122 98,123 109,123 98,124 109,124 98,125 109,125 98,126 109,126 98,127 109,127 98,128 109,128 98,129 109,129 98,130 109,130 98,131 109,131 98,132 109,132 98,133 109,133 98,134 109,134 98,135 109,135 98,136 109,136 98,137 109,137 98,138 109,138 98,139 109,139 98,140 109,140 98,141 109,141 98,142 109,142 98,143 109,143 98,144 109,144 98,145 109,145 98,146 109,146 98,147 109,147 98,148 109,148 98,149 109,149 98,150 109,150 98,151 109,151 98,152 109,152 98,153 109,153 98,154 109,154 98,155 109,155 98,156 109,156 98,157 109,157 98,158 109,158 98,159 109,159 98,160 109,160 98,161 109,161 98,162 109,162 98,163 109,163 98,164 109,164 98,165 109,165 98,166 109,166 98,167 109,167 98,168 109,168 98,169 109,169 98,170 109,170 98,171 109,171 98,172 109,172 98,173 109,173 98,174 109,174 98,175 109,175 98,176 109,176 98,177 109,177 98,178 109,178 98,179 109,179 98,180 109,180 98,181 109,181 98,182 109,182 98,183 109,183 98,184 109,184 98,185 109,185 98,186 109,186 98,187 109,187 98,188 109,188 98,189 109,189 98,190 109,190 98,191 109,191 98,192 109,192 98,193 109,193 98,194 109,194 98,195 109,195 98,196 109,196 98,197 109,197 98,198 109,198 98,199 109,199 98,200 109,200 98,201 109,201 98,202 109,202 98,203 109,203 98,204 109,204 98,205 109,205 98,206 109,206 98,207 109,207 98,208 109,208 98,209 109,209 98,210 109,210 98,211 109,211 98,212 109,212
116,114 116,213 117,114 117,213 118,114 118,213 119,114 119,213 120,114 120,213 121,114 121,213 122,114 122,213 123,114 123,213 124,114 124,213 125,114 125,213 126,114 126,213 127,114 127,213 116,115 127,115 116,116 127,116 116,117 127,117 116,118 127,118 116,119 127,119 116,120 127,120 116,121 127,121 116,122 127,122 116,123 127,123 116,124 127,124 116,125 127,125 116,126 127,126 116,127 127,127 116,128 127,128 116,129 127,129 116,130 127,130 116,131 127,131 116,132 127,132 116,133 127,133 116,134 127,134 116,135 127,135 116,136 127,136 116,137 127,137 116,138 127,138 116,139 127,139 116,140 127,140 116,141 127,141 116,142 127,142 116,143 127,143 116,144 127,144 116,145 127,145 116,146 127,146 116,147 127,147 116,148 127,148 116,149 127,149 116,150 127,150 116,151 127,151 116,152 127,152 116,153 127,153 116,154 127,154 116,155 127,155 116,156 127,156 116,157 127,157 116,158 127,158 116,159 127,159 116,160 127,160 116,161 127,161 116,162 127,162 116,163 127,163 116,164 127,164 116,165 127,165 116,166 127,166 116,167 127,167 116,168 127,168 116,169 127,169 116,170 127,170 116,171 127,171 116,172 127,172 116,173 127,173 116,174 127,174 116,175 127,175 116,176 127,176 116,177 127,177 116,178 127,178 116,179 127,179 116,180 127,180 116,181 127,181 116,182 127,182 116,183 127,183 116,184 127,184 116,185 127,185 116,186 127,186 116,187 127,187 116,188 127,188 116,189 127,189 116,190 127,190 116,191 127,191 116,192 127,192 116,193 127,193 116,194 127,194 116,195 127,195 116,196 127,196 116,197 127,197 116,198 127,198 116,199 127,199 116,200 127,200 116,201 127,201 116,202 127,202 116,203 127,203 116,204 127,204 116,205 127,205 116,206 127,206 116,207 127,207 116,208 127,208 116,209 127,209 116,210 127,210 116,211 127,211 116,212 127,212
134,114 134,213 135,114 135,213 136,114 136,213 137,114 137,213 138,114 138,213 139,114 139,213 140,114 140,213 141,114 141,213 142,114 142,213 143,114 143,213 144,114 144,213 145,114 145,213 134,115 145,115 134,116 145,116 134,117 145,117 134,118 145,118 134,119 145,119 134,120 145,120 134,121 145,121 134,122 145,122 134,123 145,123 134,124 145,124 134,125 145,125 134,126 145,126 134,127 145,127 134,128 145,128 134,129 145,129 134,130 145,130 134,131 145,131 134,132 145,132 134,133 145,133 134,134 145,134 134,135 145,135 134,136 145,136 134,137 145,137 134,138 145,138 134,139 145,139 134,140 145,140 134,141 145,141 134,142 145,142 134,143 145,143 134,144 145,144 134,145 145,145 134,146 145,146 134,147 145,147 134,148 145,148 134,149 145,149 134,150 145,150 134,151 145,151 134,152 145,152 134,153 145,153 134,154 145,154 134,155 145,155 134,156 145,156 134,157 145,157 134,158 145,158 134,159 145,159 134,160 145,160 134,161 145,161 134,162 145,162 134,163 145,163 134,164 145,164 134,165 145,165 134,166 145,166 134,167 145,167 134,168 145,168 134,169 145,169 134,170 145,170 134,171 145,171 134,172 145,172 134,173 145,173 134,174 145,174 134,175 145,175 134,176 145,176 134,177 145,177 134,178 145,178 134,179 145,179 134,180 145,180 134,181 145,181 134,182 145,182 134,183 145,183 134,184 145,184 134,185 145,185 134,186 145,186 134,187 145,187 134,188 145,188 134,189 145,189 134,190 145,190 134,191 145,191 134,192 145,192 134,193 145,193 134,194 145,194 134,195 145,195 134,196 145,196 134,197 145,197 134,198 145,198 134,199 145,199 134,200 145,200 134,201 145,201 134,202 145,202 134,203 145,203 134,204 145,204 134,205 145,205 134,206 145,206 134,207 145,207 134,208 145,208 134,209 145,209 134,210 145,210 134,211 145,211 134,212 145,212
